  1       ,  16      ,          ,          ,  F       ,          ,38.893810 ,  90.18044,
  1       ,  8228    ,          ,          ,  F       ,          ,47.027360 , 109.32747,
  1       ,  17008   ,          ,          ,  M       ,          ,44.115190 , 114.15019,
  1       ,  9218    ,  17008   ,  16      ,  M       ,          ,43.010790 , 109.92158,
  1       ,  3226    ,  9218    ,  8228    ,  F       ,          ,42.462600 , 100.12725,
  2       ,  29      ,          ,          ,  F       ,          ,40.579190 ,  95.73733,
  2       ,  2294    ,          ,          ,  M       ,          ,40.545880 , 108.73254,
  2       ,  3416    ,          ,          ,  M       ,          ,46.557500 , 121.18095,
  2       ,  3916    ,  2294    ,  29      ,  F       ,          ,43.213340 , 101.56554,
  2       ,  6790    ,  2294    ,  29      ,  M       ,          ,45.168850 , 114.68795,
  2       ,  14695   ,  2294    ,  29      ,  F       ,          ,39.985950 ,  96.34240,
  2       ,  17893   ,  2294    ,  29      ,  F       ,          ,42.363800 ,  99.79928,
  2       ,  6952    ,  3416    ,  17893   ,  M       ,          ,50.728820 , 129.11242,
  3       ,  39      ,          ,          ,  F       ,          ,36.432730 ,  89.46337,
  3       ,  4521    ,          ,          ,  F       ,          ,35.044510 ,  85.99229,
  3       ,  8366    ,          ,          ,  M       ,          ,41.423580 , 103.51844,
  3       ,  16693   ,          ,          ,  F       ,          ,36.212530 ,  85.79291,
  3       ,  2831    ,  8366    ,  16693   ,  M       ,          ,43.124600 , 109.81964,
  3       ,  17445   ,  8366    ,  16693   ,  M       ,          ,40.913320 , 106.41023,
  3       ,  2039    ,  17445   ,  4521    ,  M       ,          ,42.110970 , 108.19932,
  3       ,  21688   ,  8366    ,  16693   ,  M       ,          ,43.769480 , 112.33870,
  3       ,  26294   ,  21688   ,  39      ,  M       ,          ,43.734960 , 111.52212,
  3       ,  25532   ,  21688   ,  39      ,  F       ,          ,36.491750 ,  89.29043,
  3       ,  16795   ,  21688   ,  39      ,  F       ,          ,36.825990 ,  92.14125,
  4       ,  54      ,          ,          ,  F       ,          ,40.254900 ,  91.32568,
  4       ,  5072    ,          ,          ,  M       ,          ,44.979020 , 114.25795,
  4       ,  17240   ,  5072    ,  54      ,  F       ,          ,39.387080 ,  92.58226,
  5       ,  70      ,          ,          ,  F       ,          ,41.995490 ,  98.68563,
  5       ,  24010   ,          ,          ,  M       ,          ,40.086120 , 104.96931,
  5       ,  21999   ,  24010   ,  70      ,  M       ,          ,46.551750 , 115.40844,
  8       ,  109     ,          ,          ,  M       ,          ,46.127350 , 114.29530,
  8       ,  7395    ,          ,          ,  F       ,          ,39.526770 ,  94.49531,
  8       ,  5226    ,  109     ,  7395    ,  M       ,          ,43.250220 , 108.56666,
  8       ,  12043   ,  109     ,  7395    ,  F       ,          ,36.454660 ,  87.21637,
  8       ,  13234   ,  109     ,  7395    ,  F       ,          ,40.671760 ,  95.44291,
  8       ,  19099   ,  109     ,  7395    ,  M       ,          ,40.082080 , 102.08081,
  10      ,  141     ,          ,          ,  F       ,          ,34.636830 ,  81.90053,
  10      ,  16886   ,          ,          ,  M       ,          ,48.278030 , 122.51660,
  10      ,  480     ,  16886   ,  141     ,  F       ,          ,36.902010 ,  88.76545,
  10      ,  6825    ,  16886   ,  141     ,  F       ,          ,36.236980 ,  81.70264,
  11      ,  182     ,          ,          ,  M       ,          ,39.875370 ,  98.71299,
  11      ,  4117    ,          ,          ,  F       ,          ,42.303420 ,  96.68852,
  11      ,  13854   ,          ,          ,  F       ,          ,39.035710 ,  96.87312,
  11      ,  19440   ,          ,          ,  M       ,          ,41.795350 , 110.00298,
  11      ,  20318   ,          ,          ,  F       ,          ,36.635620 ,  87.70534,
  11      ,  12003   ,  19440   ,  13854   ,  M       ,          ,40.416860 , 110.19733,
  11      ,  18979   ,  12003   ,  4117    ,  F       ,          ,39.189750 ,  92.56246,
  11      ,  14143   ,  12003   ,  4117    ,  M       ,          ,49.440750 , 124.76798,
  11      ,  15898   ,  14143   ,  20318   ,  M       ,          ,47.015900 , 118.09118,
  11      ,  10579   ,  14143   ,  20318   ,  F       ,          ,42.496850 ,  99.98655,
  11      ,  6244    ,  14143   ,  20318   ,  F       ,          ,40.133940 ,  90.95595,
  11      ,  21515   ,  19440   ,  13854   ,  F       ,          ,40.411700 ,  95.54049,
  11      ,  11280   ,  182     ,  21515   ,  F       ,          ,35.237110 ,  83.04095,
  11      ,  7670    ,  182     ,  21515   ,  M       ,          ,43.566640 , 109.57872,
  11      ,  25910   ,  19440   ,  13854   ,  M       ,          ,44.341780 , 115.13335,
  14      ,  264     ,          ,          ,  F       ,          ,35.752630 ,  85.67901,
  14      ,  16636   ,          ,          ,  M       ,          ,38.754500 , 102.23666,
  14      ,  26732   ,          ,          ,  M       ,          ,42.811430 , 113.18347,
  14      ,  4078    ,  16636   ,  264     ,  F       ,          ,37.148060 ,  89.84148,
  14      ,  25732   ,  26732   ,  4078    ,  M       ,          ,41.535330 , 106.27737,
  14      ,  12511   ,  16636   ,  264     ,  F       ,          ,32.079120 ,  78.34886,
  17      ,  309     ,          ,          ,  F       ,          ,40.112560 ,  97.37033,
  17      ,  6637    ,          ,          ,  M       ,          ,49.214940 , 123.04946,
  17      ,  11879   ,          ,          ,  F       ,          ,43.748390 , 101.90869,
  17      ,  19275   ,          ,          ,  M       ,          ,46.146290 , 116.21491,
  17      ,  22601   ,          ,          ,  M       ,          ,41.795510 , 109.57982,
  17      ,  24818   ,          ,          ,  M       ,          ,46.614730 , 118.56801,
  17      ,  26856   ,          ,          ,  M       ,          ,39.170480 , 101.11441,
  17      ,  26857   ,          ,          ,  M       ,          ,42.577520 , 111.47931,
  17      ,  1649    ,  24818   ,  309     ,  F       ,          ,42.547360 , 101.51284,
  17      ,  20334   ,  19275   ,  1649    ,  M       ,          ,47.649590 , 121.46126,
  17      ,  7098    ,  6637    ,  309     ,  M       ,          ,46.888520 , 122.62336,
  17      ,  16612   ,  7098    ,  11879   ,  M       ,          ,46.862700 , 118.37377,
  17      ,  10418   ,  7098    ,  11879   ,  M       ,          ,46.033990 , 116.44158,
  17      ,  19176   ,  7098    ,  11879   ,  F       ,          ,41.672360 ,  94.10947,
  17      ,  12785   ,  7098    ,  11879   ,  M       ,          ,47.460230 , 122.32879,
  17      ,  908     ,  7098    ,  11879   ,  M       ,          ,45.046780 , 114.87041,
  17      ,  12004   ,  6637    ,  309     ,  F       ,          ,40.436970 ,  97.85696,
  17      ,  18645   ,  26856   ,  12004   ,  M       ,          ,37.299610 ,  96.09960,
  17      ,  22301   ,  26857   ,  12004   ,  M       ,          ,47.511050 , 121.87901,
  17      ,  19113   ,  6637    ,  309     ,  F       ,          ,40.674070 ,  95.80248,
  17      ,  6932    ,  22601   ,  19113   ,  M       ,          ,38.700050 , 105.80600,
  17      ,  19235   ,  22601   ,  19113   ,  F       ,          ,36.998210 ,  87.19620,
  17      ,  11361   ,  22601   ,  19113   ,  F       ,          ,38.073270 ,  88.31656,
  19      ,  352     ,          ,          ,  F       ,          ,35.404230 ,  80.41880,
  19      ,  720     ,          ,          ,  M       ,          ,40.723300 , 107.12592,
  19      ,  16617   ,          ,          ,  F       ,          ,41.059320 , 100.30945,
  19      ,  18679   ,          ,          ,  F       ,          ,39.155100 ,  92.67483,
  19      ,  25222   ,          ,          ,  M       ,          ,45.063380 , 118.90924,
  19      ,  2145    ,  720     ,  352     ,  M       ,          ,40.580860 , 107.04243,
  19      ,  22375   ,  2145    ,  16617   ,  M       ,          ,47.271580 , 115.57642,
  19      ,  14432   ,  2145    ,  16617   ,  M       ,          ,49.327790 , 122.47239,
  19      ,  10272   ,  2145    ,  16617   ,  M       ,          ,43.649760 , 113.85157,
  19      ,  3593    ,  720     ,  352     ,  M       ,          ,42.897600 , 107.27209,
  19      ,  2500    ,  3593    ,  18679   ,  F       ,          ,36.892950 ,  86.77009,
  19      ,  23699   ,  3593    ,  18679   ,  M       ,          ,40.793430 , 107.29639,
  19      ,  8344    ,  3593    ,  18679   ,  F       ,          ,34.197350 ,  79.07223,
  19      ,  9513    ,  3593    ,  18679   ,  M       ,          ,43.303800 , 110.13803,
  19      ,  19856   ,  720     ,  352     ,  M       ,          ,45.199280 , 105.71021,
  19      ,  26591   ,  720     ,  352     ,  F       ,          ,34.274540 ,  81.24173,
  19      ,  1706    ,  25222   ,  26591   ,  M       ,          ,42.776390 , 110.32827,
  19      ,  13367   ,  25222   ,  26591   ,  F       ,          ,38.766180 ,  94.40610,
  22      ,  384     ,          ,          ,  F       ,          ,40.916590 ,  97.64942,
  22      ,  2381    ,          ,          ,  M       ,          ,43.013610 , 111.01677,
  22      ,  6894    ,          ,          ,  M       ,          ,42.286390 , 111.11080,
  22      ,  14412   ,          ,          ,  F       ,          ,37.428230 ,  86.40011,
  22      ,  22190   ,          ,          ,  F       ,          ,36.022560 ,  85.13690,
  22      ,  6208    ,  6894    ,  14412   ,  F       ,          ,37.674330 ,  88.79675,
  22      ,  23690   ,  6894    ,  14412   ,  F       ,          ,40.388520 ,  98.72883,
  22      ,  24468   ,  2381    ,  384     ,  M       ,          ,43.129310 , 113.12652,
  22      ,  18921   ,  24468   ,  6208    ,  F       ,          ,36.104610 ,  82.46904,
  22      ,  10130   ,  24468   ,  6208    ,  M       ,          ,43.175920 , 111.83538,
  23      ,  392     ,          ,          ,  M       ,          ,42.405070 , 112.13372,
  23      ,  743     ,          ,          ,  F       ,          ,41.706380 , 103.65127,
  23      ,  7079    ,          ,          ,  F       ,          ,38.163900 ,  92.52741,
  23      ,  25566   ,          ,          ,  F       ,          ,38.582420 ,  92.61686,
  23      ,  25997   ,          ,          ,  M       ,          ,45.139790 , 117.93776,
  23      ,  283     ,  392     ,  743     ,  F       ,          ,35.936570 ,  84.84012,
  23      ,  3121    ,  392     ,  743     ,  M       ,          ,47.010050 , 121.03477,
  23      ,  9943    ,  3121    ,  25566   ,  F       ,          ,41.539410 ,  97.61363,
  23      ,  18496   ,  3121    ,  25566   ,  F       ,          ,37.145930 ,  91.99090,
  23      ,  3760    ,  392     ,  743     ,  M       ,          ,45.298380 , 119.06239,
  23      ,  25271   ,  3760    ,  7079    ,  F       ,          ,38.781010 ,  96.72547,
  23      ,  17654   ,  3760    ,  7079    ,  M       ,          ,44.473620 , 116.61836,
  23      ,  22743   ,  3760    ,  7079    ,  F       ,          ,39.012390 ,  94.31193,
  23      ,  19279   ,  392     ,  743     ,  M       ,          ,42.873190 , 113.74593,
  23      ,  25256   ,  392     ,  743     ,  M       ,          ,45.619250 , 116.50749,
  23      ,  26274   ,  392     ,  743     ,  F       ,          ,36.780790 ,  91.19393,
  23      ,  18694   ,  25997   ,  26274   ,  M       ,          ,44.995770 , 115.93979,
  23      ,  5586    ,  25997   ,  26274   ,  F       ,          ,31.537280 ,  82.27685,
